Progress,Duration,D1,D2,D2_1,D3,D3_1,D4,D4_1,D5_1,D6,D7,D8,HighSES_1,HighSES_2,HighSES_3,HighSES_4,ATT_1,LowSES_1,LowSES_2,LowSES_3,LowSES_4,ATT_2,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,ATT_3,WG_1,WG_2,WG_3,WG_4,WG_5,ATT_4,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,ATT_5,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,ATT_6,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,ATT_7,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,ATT_8,Condition,attcomp
53,88,20,2,,1,,8,,4,7,6,6,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,LowSESManipulation,0
100,920,38,2,,1,,8,,3,12,2,5,people of Appalachia ,undocumented immigrants,african americans,6,1,,,,,0,7,7,6,1,6,1,6,6,2,5,5,1,2,6,2,2,2,2,1,70,70,70,70,70,70,70,70,70,1,5,4,7,4,6,2,5,2,6,2,6,2,5,2,5,2,1,1,2,2,2,6,6,6,6,2,2,2,2,7,7,7,7,1,HighSESManipulation,7
100,558,34,2,,1,,12,,5,8,2,2,,,,,1,Athletes,Entrepreneurs,celebrities,3,1,5,5,5,3,5,1,5,5,1,5,5,1,1,7,2,1,1,1,1,100,100,100,100,100,100,100,100,100,1,3,5,3,5,5,1,5,1,6,2,7,1,6,1,7,1,1,1,1,1,1,3,7,6,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,693,36,1,,6,,7,,5,9,1,1,homeless,,,10,1,,,,,0,,,,,,0,,,,,,0,2,5,3,2,3,3,1,50,40,50,50,50,50,50,49,50,1,6,5,4,5,5,3,4,3,5,4,4,3,5,3,5,3,1,2,1,2,1,3,7,4,6,1,2,4,3,5,5,6,6,1,HighSESManipulation,5
100,597,50,1,,1,,11,,4,8,6,5,,,,,1,Jeff Bezos,Bill Gates,Warren Buffett,1,1,7,7,7,1,6,1,4,3,5,4,3,1,1,6,1,1,1,1,1,80,80,70,70,70,80,80,80,80,1,5,5,3,2,4,5,2,1,5,2,5,4,5,1,4,3,1,1,1,2,2,6,6,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,636,43,1,,1,,8,,7,11,4,5,,,,,1,famous people,CEO,Owners of top business,4,1,3,3,3,1,3,1,6,4,3,3,2,0,3,3,4,1,1,1,1,82,82,83,100,100,75,84,51,30,1,6,5,5,4,4,1,6,2,6,4,6,2,3,2,6,4,1,5,1,1,1,1,7,6,4,2,2,2,4,7,7,7,7,1,LowSESManipulation,7
100,564,41,2,,1,,13,none,7,12,2,5,homeless,invalid,prisoners,8,1,,,,,0,5,2,3,6,2,1,1,2,5,2,2,1,1,2,1,2,1,2,1,75,75,70,70,80,80,75,75,75,1,6,2,6,2,4,2,3,2,4,2,2,2,2,2,4,2,0,1,1,2,1,7,7,6,6,1,1,1,2,7,7,7,7,1,HighSESManipulation,6
100,1882,23,1,,1,,5,,8,10,5,3,,,,,1,"At the very top of this ladder, #10, I think of the top 0.5% of people in the US. Very very successful business owners and billionaires.  I am no where near these people and I don't think I ever will be bear them. I'm being very realistic, those people are one of a kind and there's a reason they're at the top 0.5%. ","I think stepping down to #8 or 9, I think of these people as more very successful people and athletes and entertainers are what come to mind. If you don't have some huge company or some very high up job, these are the people that come to mind and they make a killing obviously. Looking at Lebron James and Michael Jordan, these guys are BILLIONAIRES for shooting a basketball and growing a brand. This to me is the step below the top 0.5%.","When thinking about #6 and 7, I think of high up business people, executives, such high roles like that. I don't think they're making as much as most pro athletes but they're still make tons and tons of money. ",1,1,5,3,4,3,2,1,3,3,4,3,4,1,2,3,3,3,3,3,1,85,85,65,75,85,50,90,65,60,1,6,2,7,3,4,3,4,4,5,4,4,5,4,2,4,3,1,3,2,2,2,5,6,4,5,3,3,4,4,5,4,4,5,1,LowSESManipulation,8
100,578,44,2,,1,,11,,3,13,4,2,Those who are living in food scarcity areas and have limited income for food and shelter and have limited access to job opportunities.,Young adults who are recently graduated who don't have the opportunity to pay for specialized training to gain a skill or attend college.,Those who are suffering medically and don't have sufficient healthcare coverage and are unable to work. ,6,1,,,,,0,7,7,7,1,6,1,6,7,1,7,6,1,1,7,1,1,1,1,1,100,60,100,30,100,100,100,100,100,1,5,4,5,4,4,3,7,6,5,2,5,3,5,4,5,2,1,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,1,HighSESManipulation,7
100,469,34,2,,1,,12,,5,8,2,2,unemployeed,disabled,illegal alien,6,1,,,,,0,5,5,5,3,3,1,5,6,2,5,5,1,2,6,3,3,1,1,1,100,100,100,100,100,100,100,100,100,1,4,5,4,5,5,1,5,1,5,2,5,2,5,1,5,1,0,1,3,3,3,3,6,6,6,2,4,3,3,7,7,7,7,1,HighSESManipulation,6
100,96060,38,2,,1,,8,,3,12,3,5,,,,,1,Politicians,CEOs,Professional athletes/musicians/actors,4,1,6,6,6,2,6,1,5,6,2,5,5,1,1,6,2,2,2,2,1,80,80,80,80,80,80,80,80,80,1,5,4,4,4,5,2,5,3,5,3,5,3,,3,5,2,1,1,2,2,2,6,6,5,5,2,2,2,2,6,6,6,6,1,LowSESManipulation,8
100,393,19,5,,2,,6,,1,11,4,3,black trans women,black women,black men,2,1,,,,,0,,,,,,0,,,,,,0,1,7,1,1,1,1,1,93,15,85,10,77,90,76,91,92,1,4,7,1,7,7,1,1,1,7,4,7,4,1,1,7,7,1,6,1,1,1,7,7,7,5,1,1,1,1,7,7,7,7,1,HighSESManipulation,5
100,435,20,2,,1,,5,,7,11,5,3,,,,,1,Amazon CEO,Billionares ,Celebrities ,4,1,5,4,4,4,4,1,5,5,3,4,4,0,5,5,3,3,2,2,1,100,100,100,100,100,100,100,100,100,1,6,3,5,3,4,3,6,4,5,4,4,4,5,4,5,4,1,5,5,5,5,5,7,6,4,3,3,3,4,5,4,5,4,1,LowSESManipulation,7
100,602,24,2,,2,,8,,3,5,3,2,,,,,1,Billionaires like Jeff Bezos and Elon Musk,Millionaires,Upper middle class and rich/well-off,2,1,,,,,,0,,,,,,0,1,7,1,2,1,1,1,80,70,80,29,75,80,50,80,80,1,1,6,2,7,7,1,3,4,6,2,4,1,3,1,6,6,1,1,1,4,1,7,7,7,6,1,1,1,2,7,7,6,6,1,LowSESManipulation,6
100,622,34,2,,1,,8,,7,12,2,2,Homeless people,People with drug addictions,Criminals,1,1,,,,,0,2,2,2,6,4,1,1,7,1,1,1,1,3,5,3,1,2,1,1,100,100,100,100,100,100,100,100,100,1,6,4,7,4,6,1,5,1,6,2,6,2,6,1,6,1,1,1,1,1,1,7,7,7,1,3,3,1,7,7,5,6,6,1,HighSESManipulation,7
6,13,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
100,2093,27,2,,1,,8,,7,13,3,3,,,,,1,PRESIDENT'S ,CEO'S ,PROFESSIONAL ATHLETES ,5,1,1,1,2,6,3,1,1,1,7,1,1,1,3,4,4,2,4,4,1,48,50,35,80,40,48,50,12,0,1,7,4,6,4,4,2,4,3,6,3,4,2,4,4,5,3,1,4,4,3,2,5,5,4,5,3,3,3,3,5,5,5,5,1,LowSESManipulation,8
100,446,,2,,1,,5,,6,10,3,6,migrant workers,fast food employees,homeless,6,1,,,,,0,6,5,5,2,4,1,5,4,4,5,4,1,2,6,1,1,1,1,1,99,100,100,100,100,100,100,100,100,1,2,4,6,5,5,4,6,2,5,2,5,2,6,4,5,2,1,1,3,4,1,6,3,7,5,2,3,5,5,6,4,6,5,1,HighSESManipulation,7
6,7,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
100,381,,2,,1,,8,,,10,3,3,Homeless,Uneducated ,Unemployed,8,1,,,,,0,5,4,3,4,3,1,2,5,2,2,2,1,2,6,3,1,1,1,1,100,100,100,100,100,100,100,100,100,1,5,6,3,5,5,1,5,2,6,2,4,1,5,2,6,2,1,3,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7
100,409,19,5,,2,,6,,5,10,4,3,,,,,1,white men,white women,nonblack men,1,1,,,,,,0,,,,,,0,1,7,1,1,1,1,1,93,30,86,19,58,78,69,85,87,1,1,7,1,7,7,1,1,1,7,7,7,1,1,1,7,1,1,1,1,1,1,7,7,7,6,1,1,1,1,7,7,7,7,1,LowSESManipulation,6
6,15,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
100,982,34,2,,1,,5,,7,8,2,1,"service jobs, waitress,","jobs with technical degress, mechanics, welding",,3,1,,,,,0,6,6,6,1,1,1,7,7,1,7,7,1,1,6,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,2,2,2,2,4,4,1,4,1,6,2,6,2,6,2,2,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,0,HighSESManipulation,6
100,416,,2,,1,,12,,5,8,2,2,,,,,1,Athletes,Inventors,Actresses/Actors,8,1,5,2,5,3,5,0,5,6,2,5,5,1,6,6,3,3,6,2,1,100,100,100,100,100,100,100,100,100,1,5,5,5,3,5,3,5,3,5,3,5,2,5,2,5,3,1,2,1,3,3,3,5,7,6,2,2,2,2,7,7,7,5,1,LowSESManipulation,7
100,643,33,1,,1,,1,,8,10,4,2,Those experiencing homelessness ,Drug addicts,Inner City,6,1,,,,,0,5,3,2,4,2,1,2,7,2,1,2,1,2,6,5,2,2,1,1,100,100,51,100,100,70,100,1,1,1,6,6,6,2,7,1,5,6,5,4,6,2,3,2,6,2,1,3,1,1,1,7,7,7,7,1,1,1,2,7,7,6,5,1,HighSESManipulation,7
100,352,36,6,,6,,12,,5,10,1,1,,,,,0,,,,,0,,,,,,0,,,,,,0,1,2,1,2,4,4,1,50,40,50,50,50,50,50,50,50,1,3,7,4,4,4,1,3,4,7,7,4,1,6,1,7,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,4
100,391,43,2,,1,,8,,5,3,3,1,,,,,1,doctor,lawyer,teacher,6,1,5,5,5,4,4,1,5,5,3,3,4,1,2,3,5,4,4,4,1,100,100,94,100,100,97,100,90,90,1,4,5,5,5,5,4,4,4,4,4,5,3,5,3,5,4,1,5,4,5,4,5,5,4,4,5,3,4,4,5,5,5,5,1,LowSESManipulation,8
100,474,,2,,1,,8,,5,9,3,3,Homeless ,Unemployed ,Middle Class ,5,1,,,,,0,4,3,4,5,3,0,3,5,3,3,4,1,2,5,3,1,2,1,1,100,100,100,100,100,100,100,100,100,1,5,5,6,4,5,3,5,2,6,4,5,3,5,2,5,3,1,1,1,1,2,7,7,7,7,2,7,2,1,7,7,7,7,1,HighSESManipulation,6
100,901,29,2,,2,,11,,5,6,1,1,Native Americans ,African Americans,Poverty/Low income,2,1,,,,,0,,,,,,0,,,,,,0,1,7,1,4,1,1,1,100,35,100,32,44,51,51,98,99,1,1,7,1,7,7,1,2,1,7,7,7,1,2,1,7,6,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,5
100,441,43,2,,1,,8,,6,3,3,1,,,,,1,doctor,lawyer,teacher,5,1,5,5,6,2,5,1,5,6,2,5,5,1,2,3,5,4,3,3,1,90,100,74,100,97,97,100,54,55,1,5,5,3,5,4,2,6,2,6,2,4,2,6,2,6,1,1,4,6,6,2,6,6,4,4,3,2,2,2,6,6,6,6,1,LowSESManipulation,8
53,93,27,1,,1,,7,,4,3,2,2,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,LowSESManipulation,0
100,786,28,2,,2,,4,,5,7,4,2,Homeless,Less priviledge,Orphan,5,1,,,,,0,,,,,,0,,,,,,0,2,1,1,1,6,2,1,100,70,100,80,51,60,100,50,50,1,6,5,5,6,7,1,6,1,6,6,6,4,5,1,7,5,1,5,2,4,2,7,6,5,6,1,1,1,,7,7,6,6,1,HighSESManipulation,5
100,553,20,2,,2,,4,,3,5,4,1,African Americans ,Immigrants,N/A,4,1,,,,,0,,,,,,0,,,,,,0,1,7,1,1,1,1,1,100,50,80,80,80,100,100,81,81,1,2,7,2,7,7,1,1,7,7,7,6,1,1,2,7,7,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,6,1,HighSESManipulation,5
100,315,20,2,,1,,5,,1,12,7,6,,,,,1,President of the United States ,Neurosurgeon ,Plastic surgeon ,1,1,7,7,7,1,6,1,6,7,1,7,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,4,4,4,7,2,5,3,5,3,5,2,2,4,5,1,1,1,1,1,1,7,7,6,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,634,21,2,,7,,4,,5,2,1,1,unemployment,unstable job,low income,4,1,,,,,0,,,,,,0,,,,,,0,2,6,1,7,1,4,1,91,92,72,93,83,91,92,93,93,1,7,1,7,1,4,6,3,4,1,4,2,6,6,4,2,4,1,3,4,3,3,7,4,5,4,3,5,3,2,6,6,6,5,0,HighSESManipulation,4
100,429,33,1,,1,,1,,8,10,4,3,,,,,1,Wealthy,World Leaders,Athletes,6,1,3,2,2,5,2,1,1,6,3,2,3,1,2,7,5,2,2,2,1,100,100,68,100,100,100,100,56,57,1,5,5,7,2,7,1,3,1,4,3,7,2,3,1,6,5,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,LowSESManipulation,8
100,552,27,2,,1,,12,,5,3,5,2,,,,,1,President,Celebrity,Doctor,3,1,5,4,4,3,4,1,4,5,3,3,3,1,3,4,3,1,1,1,1,90,90,86,90,90,90,90,90,90,1,6,4,4,4,4,3,5,4,5,3,4,3,5,3,5,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,2269,43,2,,1,,11,,5,9,2,3,Physically Disabled/Ill,Mentally Disabled/Ill,Veterans,3,1,,,,,0,2,2,2,3,2,0,1,5,4,1,1,1,3,2,5,4,1,4,1,60,60,60,60,60,60,60,60,60,1,7,2,7,1,4,1,4,4,4,4,4,4,4,4,4,4,0,1,2,2,1,5,6,7,7,3,5,4,4,5,4,6,4,1,HighSESManipulation,5
100,622,23,1,,1,,1,,5,11,5,2,Janitors,Plumbers,Cab drivers,5,1,,,,,0,5,5,5,3,4,1,3,3,3,3,3,1,3,4,4,2,3,3,1,100,100,100,100,100,75,75,100,100,1,6,3,5,3,4,3,4,4,4,3,4,4,4,4,5,4,1,3,3,4,3,5,5,4,4,4,5,5,3,7,4,5,4,1,HighSESManipulation,7
53,51,18,2,,1,,8,,5,11,7,6,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,HighSESManipulation,0
100,785,29,2,,1,,12,,5,12,3,3,,,,,1,Professional Athletes ,CEOs,Celebrities,6,1,6,5,6,4,1,1,5,7,1,6,6,1,1,6,2,2,1,1,1,72,77,78,78,78,86,86,86,86,1,6,4,6,4,5,2,3,4,5,2,4,2,3,1,5,2,1,1,1,1,2,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,1381,21,2,,1,,8,,5,6,3,2,,,,,1,lawyer,doctor - medic ,acting - musician,4,1,5,5,5,3,4,1,4,6,3,4,4,1,2,6,2,2,5,3,1,100,100,100,100,100,100,100,100,100,1,5,4,5,3,5,3,4,5,5,4,5,4,5,4,5,4,1,5,4,4,4,6,6,6,5,1,4,3,1,7,6,6,6,1,LowSESManipulation,8
6,6,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
100,691,32,2,,"2,4",,8,,2,8,3,2,Homeless,Living in projects,Impoverished,6,1,,,,,0,,,,,,0,,,,,,0,2,6,1,1,1,1,1,70,80,80,70,80,80,80,80,80,1,3,6,2,6,7,5,2,1,5,6,7,5,2,1,5,6,1,2,2,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,5
53,89,21,2,,1,,8,,5,12,6,4,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,LowSESManipulation,0
6,16,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
6,96574,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
53,64,34,2,,1,,8,,7,12,2,2,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,LowSESManipulation,0
53,158,24,2,,2,,8,,3,5,3,2,,,,,0,,,,,0,,,,,,0,,,,,,0,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,HighSESManipulation,0
100,538,19,2,,1,,11,,2,12,5,5,,,,,1,Millionaires,CEO's,Doctors,7,1,7,7,7,1,7,1,5,5,3,5,1,1,1,6,1,1,1,1,1,70,90,75,60,60,100,100,90,100,1,5,5,6,6,7,1,6,5,7,3,5,3,7,3,7,1,1,2,5,6,3,5,6,6,5,1,1,1,2,7,7,7,6,1,LowSESManipulation,8
100,982,27,2,,1,,1,,5,9,5,5,"People who seek to be served and taken care of by others (and have zero respect for others) instead of learning to invest in the lives of others by listening to them and learning to serve them better. (ie. the ""it is all about me"" attitude)","When individuals do not seek to better themselves (seek to improve health, lifestyle) and instead choose to do absolutely nothing and make excuses as to why that is okay.","Individuals who are not willing to help others because it would ""make them look bad"" or affect their status in life. (ie Kylie Jenner buying her daughter a school bus recently because she can blow through money without thinking, rather than helping those who actually need assistance).",7,1,,,,,0,5,3,2,4,1,1,3,5,3,3,4,1,3,5,3,2,2,2,1,100,92,100,100,100,100,100,100,100,1,6,2,7,3,6,4,4,2,4,3,4,2,4,2,4,3,1,2,1,2,1,7,7,6,6,2,4,2,2,6,6,7,6,1,HighSESManipulation,7
100,796,42,2,,1,,8,,5,6,2,2,Homeless People,People who live off of assistance ,unemployed people,6,1,,,,,0,3,2,2,4,4,1,4,5,2,4,4,1,1,5,2,2,2,1,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,5,5,5,5,4,4,4,4,5,5,5,5,1,HighSESManipulation,7
100,263,42,2,,1,,8,,5,6,2,2,,,,,1,Homeless People,Unemployed ,People living off assistance ,6,1,4,4,4,4,4,1,4,4,4,4,4,1,2,5,2,2,2,2,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,1,LowSESManipulation,8
100,619,22,1,,1,,3,,5,12,5,5,,,,,1,Celebrities,Politicians,CEOs,6,1,5,5,2,1,2,1,1,6,2,1,1,1,2,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,2,7,1,5,1,4,1,5,3,5,1,4,2,4,4,1,1,1,1,1,4,7,7,7,1,1,1,4,7,6,7,6,1,LowSESManipulation,8
100,517,21,2,,1,,8,,2,13,6,3,homeless,EBT/ low income ,minimum wage workers,8,1,,,,,0,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,60,100,100,100,100,100,100,66,1,7,1,7,1,4,7,2,2,2,3,2,6,6,3,2,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7
100,588,18,2,,1,,12,,5,4,5,3,low income,no education,labor jobs,6,1,,,,,0,6,6,6,1,6,1,7,7,1,7,7,0,1,7,1,1,1,4,1,100,100,100,100,100,100,100,100,100,1,4,4,1,3,6,4,3,4,7,3,5,1,6,1,7,3,1,3,3,3,4,7,7,7,7,1,2,1,1,7,6,7,7,1,HighSESManipulation,6
100,704,21,2,,1,,8,,2,13,6,3,,,,,1,homeless,EBT/ low income,minimum wage workers,8,1,7,7,7,1,6,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,60,100,100,100,100,100,100,56,1,7,1,7,1,2,7,2,6,1,4,2,7,3,6,1,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,1229,38,2,,1,,13,"I was raised ISKCON which informs a lot of my thinking, but do not practice any religion",1,3,2,1,homeless,prisoners,migrant farm laborers,4,1,,,,,0,7,6,5,1,6,1,5,6,1,4,6,1,1,7,1,1,1,1,1,50,46,47,38,45,40,40,45,45,1,2,4,3,3,5,5,5,5,3,2,3,4,6,4,3,2,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,6,7,1,HighSESManipulation,7
100,815,21,2,,"1,2",,8,,3,10,3,3,,,,,1,CEO's of Major Corporations,Hedge Fund Managers,Pharmaceutical Company Presidents,4,1,6,1,5,1,4,1,1,4,1,1,1,1,1,7,2,1,1,1,1,100,74,100,100,100,100,100,100,100,1,7,1,7,2,7,1,4,1,7,1,7,1,4,1,,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,930,36,2,,1,,8,,7,5,1,1,homeless,prostitutes,housekeepers,6,1,,,,,0,3,2,3,5,2,1,1,1,7,1,1,1,2,2,4,4,4,4,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,1,6,4,4,1,4,1,6,1,4,2,1,1,1,1,1,7,7,7,7,1,1,1,4,7,7,7,7,1,HighSESManipulation,7
100,391,18,2,,1,,11,,1,5,5,5,Immigrants,Those in poverty/inner-city or rural areas,"Minorities such as Hispanic and Latinx people, Native Americans, African-Americans, etc.",8,1,,,,,0,7,7,7,1,7,1,6,7,1,5,5,1,1,7,1,1,1,1,1,100,100,100,81,100,100,100,100,100,1,7,7,4,6,7,1,6,1,7,1,7,1,7,1,4,1,1,4,1,1,1,7,2,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7
100,375,20,2,,1,,5,,6,11,5,5,,,,,1,doctors,lawyers,teaches,6,1,5,3,4,5,3,1,1,5,3,1,2,1,2,6,2,1,1,1,1,100,100,100,100,100,100,100,68,77,1,7,6,6,6,6,1,5,2,6,1,6,1,6,3,6,6,1,2,2,4,4,6,4,1,4,1,1,1,1,7,7,7,7,1,LowSESManipulation,8
100,805,18,2,,1,,5,,5,13,6,6,,,,,1,the government,doctors,lawyers,7,1,5,6,6,2,6,1,5,7,2,4,5,1,2,6,5,3,3,3,1,100,100,100,100,100,100,100,100,100,1,6,4,7,5,7,1,5,1,7,4,5,1,6,1,6,1,1,2,2,3,2,6,7,4,2,2,1,2,2,6,6,6,6,1,LowSESManipulation,8
100,822,32,2,,1,,11,,5,12,5,5,LGBTQ+,People who live in ghettos or slums,fast food workers,8,1,,,,,0,6,4,5,2,5,1,1,3,3,1,1,1,1,7,2,1,1,1,1,95,95,80,80,80,95,95,95,95,1,3,5,3,5,5,1,5,3,6,2,6,1,6,1,6,2,1,1,1,1,1,4,4,6,5,3,1,4,3,5,6,5,4,1,HighSESManipulation,7
100,747,19,2,,2,,8,,3,4,5,3,,,,,1,White men,Celebrities ,Business Owners,3,1,,,,,,0,,,,,,0,1,7,1,2,1,1,1,95,60,90,75,75,95,75,75,75,1,1,7,2,7,7,5,3,2,7,6,6,1,2,2,7,6,1,1,1,1,1,7,7,7,6,1,1,1,1,7,7,7,7,1,LowSESManipulation,6
100,719,19,1,,1,,13,satanist,9,13,5,7,Homeless,Fast Food Workers,Janitors,10,1,,,,,0,1,1,6,3,1,1,1,6,4,1,1,1,6,7,7,6,7,6,1,100,100,1,20,1,1,100,50,50,1,7,6,7,4,7,1,6,4,7,2,7,1,7,1,7,1,1,7,7,7,7,5,2,2,4,5,4,3,6,3,4,5,4,1,HighSESManipulation,7
100,394,18,2,,1,,8,,5,10,5,5,,,,,1,top business owners,athletes ,celebrities ,6,1,5,3,3,5,1,1,6,7,1,6,5,1,3,6,5,3,1,1,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,1,4,4,5,3,4,5,5,4,4,5,1,1,1,5,1,6,5,7,4,1,7,1,3,7,5,6,5,1,LowSESManipulation,8
100,1278,18,2,,1,,8,,5,10,5,5,homeless,Physically impared.,jobless/unemployed for a long period of time or people living in debt.,7,1,,,,,0,6,5,4,3,5,1,5,5,3,5,6,1,1,5,3,3,2,1,1,70,95,65,100,75,70,70,70,60,1,6,5,7,5,6,5,6,4,6,2,5,2,6,2,6,2,1,5,3,3,2,6,6,6,6,2,2,2,6,6,6,6,6,1,HighSESManipulation,7
100,661,18,2,,1,,8,,3,3,1,1,,,,,1,Billionares (Jeff Bazos),Politicians,Successful Celebrities,2,1,7,6,6,2,4,1,4,6,1,6,7,1,1,5,1,1,1,1,1,90,90,90,90,90,90,90,90,90,1,4,1,7,1,4,4,5,4,4,4,4,4,5,2,4,4,1,1,1,1,1,1,7,5,5,4,4,2,2,6,6,7,7,1,LowSESManipulation,8
100,1111,37,2,,1,,12,,5,12,1,3,MINORITIES,DRUG USERS,ELDERLY,7,1,,,,,0,3,3,3,6,3,1,1,,7,2,1,1,5,4,4,2,2,2,1,100,100,100,100,100,100,100,100,100,1,7,1,1,1,4,1,4,4,4,4,4,1,4,4,4,4,1,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7
100,2285,27,1,,1,,7,,5,12,4,2,The homeless,illiterate people,Drug addicts,7,1,,,,,0,5,4,5,3,4,1,1,4,3,1,4,1,2,5,2,1,4,4,1,100,100,100,100,100,100,100,100,100,1,5,2,7,1,4,4,5,4,4,4,5,4,5,4,4,4,1,1,1,1,1,7,7,6,6,1,1,2,2,6,6,6,6,1,HighSESManipulation,7
100,377,19,1,,"1,4",,5,,5,13,6,5,,,,,1,Bill Gates,Elon Musk,Jimmy Buffet,1,1,6,5,5,3,3,1,2,2,4,3,3,1,1,3,2,4,2,2,1,100,100,100,100,100,100,100,100,76,1,6,4,5,4,4,3,4,3,4,3,4,4,3,2,5,4,1,4,2,5,4,4,3,5,4,4,4,4,4,7,4,4,4,1,LowSESManipulation,8
100,595,18,2,,1,,8,,2,8,5,3,Homeless people,Adult fast food workers,Adult minimum wage workers,4,1,,,,,0,7,7,7,1,4,1,2,7,1,1,7,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,3,7,6,6,2,6,6,5,1,2,4,7,6,5,1,1,1,1,1,1,7,7,7,6,1,1,1,,7,7,7,7,1,HighSESManipulation,7
